"Table S1: Strains included in the study and where they can be accessed
Columns: 
'Strain': species and strain name; 
'Included in comparative genomics analysis': Indicates whether the strain was included in the comparative genomic analysis (See Methods), 
'Biosample Accession (sequenced for this study)': NCBI Accessionnumber of strains sequenced for this study, short reads acquired on the Ilumina MiSeq platform as well as long reads acquired on the PacBio Sequel platform can be accessed here; 
'Genebank Accessionnumber ': NCBI Accessionnumber of the genome assemblies, sequenced for this study; 
'PacBio reads available (sequenced for this study)':Indicated whether this strain was sequenced on a PacBio Sequel platform in the course of this study;
'Genebank Accessionnumber  (previously available)': NCBI accessionnumber of publicly available assemblies included in this study
'SRA Accessionnumber  (previously available)': NCBI accessionnumber of publicly reads assemblies included in this study ",,,,,,,
Strain,Included in comperative genomics analysis,Biosample Accession (sequenced for this study),Genebank Accessionnumber ,PacBio reads available (sequenced for this study),Genebank Accessionnumber (previously available),SRA accessionnumer (previously available),
Klebsiella_pneumoniae_1183.KPNE-ST327,FALSE, , , ,GCF_001060495,,
Klebsiella_pneumoniae_1041.KPNE-ST253,FALSE, , , ,GCF_001060895,,
Klebsiella_pneumoniae_1239.KPNE-STPN35,FALSE, , , ,GCF_001061315,,
Klebsiella_pneumoniae_1331.KPNE-ST278,FALSE, , , ,GCF_001061605,,
Klebsiella_pneumoniae_1010.KPNE-ST846,FALSE, , , ,GCF_001061725,,
Klebsiella_pneumoniae-subsp-pneumoniae_1050.SSON-ST36,FALSE, , , ,GCF_001061805,,
Klebsiella_pneumoniae_1263.KPNE-ST184,FALSE, , , ,GCF_001062535,,
Klebsiella_pneumoniae_194.KPNE-STPN27,FALSE, , , ,GCF_001062915,,
Klebsiella_pneumoniae_500.KPNE-STPN9,FALSE, , , ,GCF_001063525,,
Klebsiella_pneumoniae_570.KPNE-ST461,FALSE, , , ,GCF_001063755,,
Klebsiella_oxytoca_588.KOXY-ST58,TRUE, , , ,GCF_001063775,,
Klebsiella_pneumoniae_187.KPNE-ST2333,FALSE, , , ,GCF_001063935,,
Klebsiella_pneumoniae_221.KPNE-STPN36,FALSE, , , ,GCF_001064035,,
Klebsiella_pneumoniae_436.KPNE-ST323,FALSE, , , ,GCF_001064955,,
Klebsiella_pneumoniae_501.KPNE-STPN9,FALSE, , , ,GCF_001065235,,
Raoultella_planticola_626-SENT,FALSE, , , ,GCF_001065685,,
Klebsiella_oxytoca_633.KOXY-ST58,FALSE, , , ,GCF_001065715,,
Klebsiella_grimontii_636.KOXY-STON19,TRUE, , , ,GCF_001065765,,
Klebsiella_variicola_653.KVAR-STPN50,FALSE, , , ,GCF_001065835,,
Klebsiella_variicola_671.KVAR-STPN65,TRUE, , , ,GCF_001065855,,
Klebsiella_pneumoniae_731.KPNE-STPN28,FALSE, , , ,GCF_001066095,,
Klebsiella_pneumoniae_733.KPNE-ST258,FALSE, , , ,GCF_001066115,,
Klebsiella_pneumoniae_741.KPNE-ST234,FALSE, , , ,GCF_001066155,,
Klebsiella_variicola_780.KPNE-ST2317,FALSE, , , ,GCF_001066265,,
Klebsiella_variicola_789.KVAR-ST539,TRUE, , , ,GCF_001066315,,
Raoultella_ornithinolytica_811-RORN,FALSE, , , ,GCF_001066395,,
Klebsiella_pneumoniae_813.KPNE-ST234,FALSE, , , ,GCF_001066415,,
Klebsiella_variicola_833.KPNE-ST2317,FALSE, , , ,GCF_001066505,,
Klebsiella_variicola_835.KPNE-ST2317,TRUE, , , ,GCF_001066535,,
Klebsiella_variicola_836.KPNE-ST2317,FALSE, , , ,GCF_001066555,,
Klebsiella_pneumoniae_845.KPNE-STPN57,FALSE, , , ,GCF_001066585,,
Klebsiella_pneumoniae_887.KPNE-STPN9,FALSE, , , ,GCF_001066725,,
Klebsiella_grimontii_649.KOXY-STON19,FALSE, , , ,GCF_001066775,,
Klebsiella_pneumoniae_755.rep1.KPNE-ST234,FALSE, , , ,GCF_001067135,,
Klebsiella_pneumoniae_755.rep2.KPNE-ST234,FALSE, , , ,GCF_001067155,,
Klebsiella_variicola_834.KPNE-ST2317,FALSE, , , ,GCF_001067475,,
Klebsiella_variicola_837.KPNE-ST2317,FALSE, , , ,GCF_001067495,,
Klebsiella_pneumoniae_863.KPNE-ST43,FALSE, , , ,GCF_001067575,,
Klebsiella_pneumoniae_930.KPNE-ST380,FALSE, , , ,GCF_001067955,,
Klebsiella_pneumoniae-subsp-ozaenae_977.rep1.SDYS-ST380,FALSE, , , ,GCF_001067975,,
Klebsiella_pneumoniae-subsp-ozaenae_977.rep2.SDYS-ST380,FALSE, , , ,GCF_001068335,,
Klebsiella_variicola_124.ECLO-STPN54,TRUE, , , ,GCF_001068855,,
Klebsiella_grimontii_375.KOXY-STON26,FALSE, , , ,GCF_001070955,,
Klebsiella_grimontii_397.KOXY-STON26,FALSE, , , ,GCF_001072735,,
Klebsiella_grimontii_409.KOXY-STON26,FALSE, , , ,GCF_001072835,,
Klebsiella_variicola_1335.KPNE-ST681,TRUE, , , ,GCF_001076365,,
Klebsiella_variicola_521.SSON-STPN50,TRUE, , , ,GCF_001076525,,
Klebsiella_pneumoniae-subsp-pneumoniae_298.SBOY-ST34,FALSE, , , ,GCF_001076675,,
Klebsiella_grimontii_452.SSON-STON26,TRUE, , , ,GCF_001076805,,
Klebsiella_variicola_524.SBOY-STPN50,FALSE, , , ,GCF_001076915,,
Klebsiella_michiganensis_793.KOXY-ST11,FALSE, , , ,GCF_001077175,,
Klebsiella_pneumoniae_912.KPNE-ST380,FALSE, , , ,GCF_001077215,,
Klebsiella_oxytoca_10105-STON3,FALSE, , , ,GCF_001078175,,
Klebsiella_oxytoca_10-5244-STON4,TRUE, , , ,GCF_001078195,,
Klebsiella_oxytoca_10-5249-ST2,TRUE, , , ,GCF_001078255,,
Klebsiella_pneumoniae_KpVA-1-ST512,FALSE, , , ,GCF_001182385,,
Klebsiella_pneumoniae_KpVA-2-ST258,FALSE, , , ,GCF_001182405,,
Klebsiella_pneumoniae_KpVA-3-ST258,FALSE, , , ,GCF_001182425,,
Klebsiella_pneumoniae_KpVA-4-ST258,FALSE, , , ,GCF_001182445,,
Klebsiella_pneumoniae_KpVA-5-ST258,FALSE, , , ,GCF_001182465,,
Klebsiella_pneumoniae_KpVA-7-ST258,FALSE, , , ,GCF_001182505,,
Klebsiella_pneumoniae_KpVA-8-ST512,FALSE, , , ,GCF_001182525,,
Klebsiella_pneumoniae_KpVA-9-ST512,FALSE, , , ,GCF_001182545,,
Klebsiella_pneumoniae_KpVA-10-ST512,FALSE, , , ,GCF_001182565,,
Klebsiella_pneumoniae_KpVA-11-ST512,FALSE, , , ,GCF_001182585,,
Klebsiella_pneumoniae_KpVA-12-ST512,FALSE, , , ,GCF_001182605,,
Klebsiella_pneumoniae_KpVA-13-ST512,FALSE, , , ,GCF_001182625,,
Klebsiella_pneumoniae_KpVA-14-ST512,FALSE, , , ,GCF_001182645,,
Klebsiella_pneumoniae_KpVA-15-ST512,FALSE, , , ,GCF_001182665,,
Klebsiella_pneumoniae_KpVA-16-ST512,FALSE, , , ,GCF_001182685,,
Klebsiella_pneumoniae_MGH83-ST309,FALSE, , , ,GCF_001185665,,
Klebsiella_pneumoniae_CHS240-ST258,FALSE, , , ,GCF_001185675,,
Klebsiella_pneumoniae_UCI69-ST258,FALSE, , , ,GCF_001185685,,
Klebsiella_pneumoniae_CHS239-ST258,FALSE, , , ,GCF_001185695,,
Klebsiella_pneumoniae_CHS238-ST258,FALSE, , , ,GCF_001185745,,
Klebsiella_pneumoniae_CHS212-ST258,FALSE, , , ,GCF_001185755,,
Klebsiella_pneumoniae_CHS198-ST258,FALSE, , , ,GCF_001185765,,
Klebsiella_pneumoniae_CHS196-ST258,FALSE, , , ,GCF_001185775,,
Klebsiella_pneumoniae_CHS187-ST258,FALSE, , , ,GCF_001185825,,
Klebsiella_pneumoniae_CHS178-ST258,FALSE, , , ,GCF_001185835,,
Klebsiella_pneumoniae_CHS175-ST14,FALSE, , , ,GCF_001185865,,
Klebsiella_pneumoniae_CHS171-ST258,FALSE, , , ,GCF_001185895,,
Klebsiella_pneumoniae_CHS136-STPN15,FALSE, , , ,GCF_001185915,,
Klebsiella_pneumoniae_CHS130-ST258,FALSE, , , ,GCF_001185925,,
Klebsiella_pneumoniae_CHS124-ST258,FALSE, , , ,GCF_001185945,,
Klebsiella_pneumoniae_CHS120-ST258,FALSE, , , ,GCF_001185955,,
Klebsiella_pneumoniae_CHS119-ST258,FALSE, , , ,GCF_001185985,,
Klebsiella_pneumoniae_CHS108-ST258,FALSE, , , ,GCF_001186005,,
Klebsiella_pneumoniae_CHS103-ST258,FALSE, , , ,GCF_001186025,,
Klebsiella_pneumoniae_CHS87-ST258,FALSE, , , ,GCF_001186035,,
Klebsiella_pneumoniae_CHS86-ST11,FALSE, , , ,GCF_001186065,,
Klebsiella_variicola_NL49-ST205,FALSE, , , ,GCF_001187805,,
Klebsiella_variicola_NL58-ST205,FALSE, , , ,GCF_001187825,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_FI.HV.2014-ST1807,TRUE, , , ,GCF_001208885,,
Klebsiella_pneumoniae_ST258-ST258,FALSE, , , ,GCF_001238585,,
Klebsiella_variicola_T29A,TRUE, , , ,GCF_001261795,,
Klebsiella_variicola_3,TRUE, , , ,GCF_001261815,,
Klebsiella_variicola_6A2,FALSE, , , ,GCF_001261835,,
Klebsiella_variicola_4880,TRUE, , , ,GCF_001261855,,
Klebsiella_variicola_06-268,TRUE, , , ,GCF_001261875,,
Klebsiella_pneumoniae_SY-A-ST258,FALSE, , , ,GCF_001275285,,
Klebsiella_pneumoniae_SY-B-ST258,FALSE, , , ,GCF_001275295,,
Klebsiella_pneumoniae_SY-B2-ST258,FALSE, , , ,GCF_001275305,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_HKUOPLA-STPN60,TRUE, , , ,GCF_001278905,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_HKUOPLC-STPN60,FALSE, , , ,GCF_001280925,,
Klebsiella_pneumoniae_KP617-ST14,FALSE, , , ,GCF_001307175,,
Klebsiella_pneumoniae_AA405-ST375,FALSE, , , ,GCF_001308905,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.950171785,FALSE, , , ,GCF_001316495,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.960186733,FALSE, , , ,GCF_001316565,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.951373950,FALSE, , , ,GCF_001316645,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.945165838,FALSE, , , ,GCF_001316695,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.945169659,FALSE, , , ,GCF_001316745,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST2017.950118422,FALSE, , , ,GCF_001316765,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.950173000,FALSE, , , ,GCF_001316785,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST323.941530379,FALSE, , , ,GCF_001316845,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST14.944535499,FALSE, , , ,GCF_001316865,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST2016.951362657,FALSE, , , ,GCF_001316895,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST2017.950117510,FALSE, , , ,GCF_001316925,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST2017.950142398,FALSE, , , ,GCF_001316945,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.957083896,FALSE, , , ,GCF_001316955,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.951384356,FALSE, , , ,GCF_001316985,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.957089165,FALSE, , , ,GCF_001317005,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.957083320,FALSE, , , ,GCF_001317015,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.U44822,FALSE, , , ,GCF_001317035,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.939996824,FALSE, , , ,GCF_001317165,,
Klebsiella_michiganensis_ST170-939742031,TRUE, , , ,GCF_001317245,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.951363981,FALSE, , , ,GCF_001317295,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST101.945154233,FALSE, , , ,GCF_001317375,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_45T1-2A-STPN61,TRUE, , , ,GCF_001373075,,
Klebsiella_pneumoniae-subsp-pneumoniae_KK207-1-ST258,FALSE, , , ,GCF_001399815,,
Klebsiella_pneumoniae_CH1034-ST6,FALSE, , , ,GCF_001404095,,
Klebsiella_pneumoniae_B86-ST11,FALSE, , , ,GCF_001441285,,
Klebsiella_pneumoniae_B199-ST327,FALSE, , , ,GCF_001441295,,
Klebsiella_pneumoniae_KGM-IMP216-ST14,FALSE, , , ,GCF_001443245,,
Raoultella_ornithinolytica_YanglingI2,FALSE, , , ,GCF_001455225,,
Klebsiella_pneumoniae_MS6671-ST147,FALSE, , , ,GCF_001455995,,
Klebsiella_pneumoniae_KpN01-ST278,FALSE, , , ,GCF_001456055.3,,
Klebsiella_pneumoniae_KpN06-ST278,FALSE, , , ,GCF_001456095.3,,
Klebsiella_pneumoniae_CAV1193-ST941,FALSE, , , ,GCF_001456135,,
Klebsiella_pneumoniae_KPOI-1-1-ST1427,FALSE, , , ,GCF_001457255,,
Klebsiella_pneumoniae_KPOI-1-2-ST1427,FALSE, , , ,GCF_001457265,,
Klebsiella_pneumoniae_KPOI-1-3-ST1427,FALSE, , , ,GCF_001457275,,
Klebsiella_pneumoniae_KPOI-1-4-ST1427,FALSE, , , ,GCF_001457285,,
Klebsiella_pneumoniae_KPOI-2-ST1427,FALSE, , , ,GCF_001457335,,
Klebsiella_pneumoniae_KPOI-5-ST1427,FALSE, , , ,GCF_001460475,,
Klebsiella_pneumoniae_KPEI-2-ST1427,FALSE, , , ,GCF_001460495,,
Klebsiella_pneumoniae_KP-11U-ST1782,FALSE, , , ,GCF_001460505,,
Klebsiella_pneumoniae_KPOI-3-ST1427,FALSE, , , ,GCF_001460565,,
Klebsiella_pneumoniae_KP-54M-ST927,FALSE, , , ,GCF_001460575,,
Klebsiella_pneumoniae_KPEI-1-ST1427,FALSE, , , ,GCF_001460975,,
Klebsiella_pneumoniae_KPOI-4-ST1427,FALSE, , , ,GCF_001460985,,
Klebsiella_pneumoniae_K48-58-ST258,FALSE, , , ,GCF_001462525,,
Klebsiella_pneumoniae_K46-62-STPN12,FALSE, , , ,GCF_001462535,,
Klebsiella_pneumoniae_K52-10-ST258,FALSE, , , ,GCF_001462545,,
Klebsiella_pneumoniae_K47-25-ST258,FALSE, , , ,GCF_001462555,,
Klebsiella_pneumoniae_K52-36-ST258,FALSE, , , ,GCF_001462605,,
Klebsiella_pneumoniae_K52-43-ST258,FALSE, , , ,GCF_001462615,,
Klebsiella_pneumoniae_K53-64-ST258,FALSE, , , ,GCF_001462645,,
Klebsiella_pneumoniae_K52-74-ST258,FALSE, , , ,GCF_001462655,,
Klebsiella_pneumoniae_K54-05-ST258,FALSE, , , ,GCF_001462685,,
Klebsiella_pneumoniae_K57-33-ST461,FALSE, , , ,GCF_001462705,,
Klebsiella_pneumoniae_K66-45-ST11,FALSE, , , ,GCF_001462735,,
Klebsiella_pneumoniae_K66-62-ST258,FALSE, , , ,GCF_001462765,,
Klebsiella_pneumoniae_K66-73-ST258,FALSE, , , ,GCF_001462785,,
Klebsiella_pneumoniae_K67-17-ST258,FALSE, , , ,GCF_001462795,,
Klebsiella_pneumoniae_K68-18-ST147,FALSE, , , ,GCF_001462825,,
Klebsiella_pneumoniae_K68-73-ST147,FALSE, , , ,GCF_001462845,,
Klebsiella_pneumoniae_50518740-ST258,FALSE, , , ,GCF_001462865,,
Klebsiella_pneumoniae_50531633-ST525,FALSE, , , ,GCF_001462885,,
Klebsiella_pneumoniae_50572569-ST405,FALSE, , , ,GCF_001462905,,
Klebsiella_pneumoniae_50625602-ST11,FALSE, , , ,GCF_001462965,,
Klebsiella_pneumoniae_50509588-ST258,FALSE, , , ,GCF_001463055,,
Klebsiella_pneumoniae_50580255-ST147,FALSE, , , ,GCF_001463085,,
Klebsiella_pneumoniae_50606221-ST340,FALSE, , , ,GCF_001463105,,
Klebsiella_pneumoniae_50627996-ST11,FALSE, , , ,GCF_001463125,,
Klebsiella_pneumoniae_U25-ST14,FALSE, , , ,GCF_001463165,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_50667959-ST1466,TRUE, , , ,GCF_001463185,,
Klebsiella_pneumoniae_50675619-ST336,FALSE, , , ,GCF_001463215,,
Klebsiella_pneumoniae_50732159-ST258,FALSE, , , ,GCF_001463285,,
Klebsiella_pneumoniae_50700924-ST187,FALSE, , , ,GCF_001463295,,
Klebsiella_pneumoniae_50834782-ST258,FALSE, , , ,GCF_001463415,,
Klebsiella_pneumoniae_50877064-ST37,FALSE, , , ,GCF_001463445,,
Klebsiella_pneumoniae_50884375-ST14,FALSE, , , ,GCF_001463475,,
Klebsiella_pneumoniae_50893576-ST855,FALSE, , , ,GCF_001463525,,
Klebsiella_pneumoniae_50690310-ST17,FALSE, , , ,GCF_001463555,,
Klebsiella_pneumoniae_50806829-ST11,FALSE, , , ,GCF_001463605,,
Klebsiella_pneumoniae_50752501-ST101,FALSE, , , ,GCF_001463615,,
Klebsiella_pneumoniae_50825040-ST17,FALSE, , , ,GCF_001463665,,
Klebsiella_variicola_50878013-ST981,TRUE, , , ,GCF_001463685,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_IIEMP3-STPN64,TRUE, , , ,GCF_001466765,,
Klebsiella_pneumoniae_FDAARGOS.91-ST258,FALSE, , , ,GCF_001471835,,
Klebsiella_pneumoniae_J1-ST111,FALSE, , , ,GCF_001482345,,
Klebsiella_pneumoniae_CPO-2015-0003-ST16,FALSE, , , ,GCF_001482605,,
Klebsiella_pneumoniae_AMA782-ST35,FALSE, , , ,GCF_001482645,,
Klebsiella_pneumoniae_OC217-ST258,FALSE, , , ,GCF_001482995,,
Klebsiella_pneumoniae_Z3209-ST258,FALSE, , , ,GCF_001483005,,
Klebsiella_pneumoniae_OC511-ST13,FALSE, , , ,GCF_001483045,,
Klebsiella_pneumoniae_K1-ST14,FALSE, , , ,GCF_001483055,,
Klebsiella_pneumoniae_OC648-ST258,FALSE, , , ,GCF_001483105,,
Klebsiella_pneumoniae_K45-67-ST273,FALSE, , , ,GCF_001483725,,
Klebsiella_pneumoniae_143500514,FALSE, , , ,GCF_001510995,,
Klebsiella_pneumoniae_143500513,FALSE, , , ,GCF_001511015,,
Klebsiella_pneumoniae_143500505,FALSE, , , ,GCF_001511035,,
Klebsiella_pneumoniae_143500500,FALSE, , , ,GCF_001511055,,
Klebsiella_pneumoniae_143500512,FALSE, , , ,GCF_001511095,,
Klebsiella_pneumoniae_143500541,FALSE, , , ,GCF_001511115,,
Klebsiella_pneumoniae_143500538,FALSE, , , ,GCF_001511135,,
Klebsiella_pneumoniae_143500549,FALSE, , , ,GCF_001511155,,
Klebsiella_pneumoniae_143500535,FALSE, , , ,GCF_001511175,,
Klebsiella_pneumoniae_143500552,FALSE, , , ,GCF_001511195,,
Klebsiella_pneumoniae_143500554,FALSE, , , ,GCF_001511215,,
Klebsiella_pneumoniae_143500529,FALSE, , , ,GCF_001511255,,
Klebsiella_pneumoniae_143500528,FALSE, , , ,GCF_001511275,,
Klebsiella_pneumoniae_143500537,FALSE, , , ,GCF_001511295,,
Klebsiella_pneumoniae_143500548,FALSE, , , ,GCF_001511315,,
Klebsiella_pneumoniae_143500531,FALSE, , , ,GCF_001511335,,
Klebsiella_pneumoniae_143500506,FALSE, , , ,GCF_001511355,,
Klebsiella_pneumoniae_143500540,FALSE, , , ,GCF_001511375,,
Klebsiella_pneumoniae_143500551,FALSE, , , ,GCF_001511395,,
Klebsiella_pneumoniae_143500509,FALSE, , , ,GCF_001511415,,
Klebsiella_pneumoniae_143500534,FALSE, , , ,GCF_001511435,,
Klebsiella_pneumoniae_143500545,FALSE, , , ,GCF_001511455,,
Klebsiella_pneumoniae_143500555,FALSE, , , ,GCF_001511475,,
Klebsiella_pneumoniae_143500519,FALSE, , , ,GCF_001511495,,
Klebsiella_pneumoniae_143500546,FALSE, , , ,GCF_001511535,,
Klebsiella_pneumoniae_143500550,FALSE, , , ,GCF_001511555,,
Klebsiella_pneumoniae_143500517,FALSE, , , ,GCF_001511575,,
Klebsiella_pneumoniae_143500536,FALSE, , , ,GCF_001511595,,
Klebsiella_pneumoniae_143500525,FALSE, , , ,GCF_001511635,,
Klebsiella_pneumoniae_143500532,FALSE, , , ,GCF_001511675,,
Klebsiella_pneumoniae_143500542,FALSE, , , ,GCF_001511695,,
Klebsiella_pneumoniae_143500510,FALSE, , , ,GCF_001511715,,
Klebsiella_pneumoniae_143500543,FALSE, , , ,GCF_001511735,,
Klebsiella_pneumoniae_M098440-ST258,FALSE, , , ,GCF_001517715,,
Klebsiella_pneumoniae_M098513-ST258,FALSE, , , ,GCF_001517725,,
Klebsiella_pneumoniae_M097273-ST258,FALSE, , , ,GCF_001517735,,
Klebsiella_pneumoniae_M098451-ST258,FALSE, , , ,GCF_001517745,,
Klebsiella_pneumoniae_M098442-ST258,FALSE, , , ,GCF_001517795,,
Klebsiella_pneumoniae_M104145-ST258,FALSE, , , ,GCF_001517805,,
Klebsiella_pneumoniae_M098441-ST258,FALSE, , , ,GCF_001517955,,
Klebsiella_pneumoniae-subsp-pneumoniae_NUHL24835-ST14,FALSE, , , ,GCF_001521895,,
Klebsiella_pneumoniae-subsp-pneumoniae_RJF999-ST23,FALSE, , , ,GCF_001529935,,
Klebsiella_pneumoniae-subsp-pneumoniae_RJF293-ST374,FALSE, , , ,GCF_001530015,,
Klebsiella_pneumoniae_FDAARGOS.89-ST359,FALSE, , , ,GCF_001534855,,
Klebsiella_pneumoniae_MJR8396D-ST29,FALSE, , , ,GCF_001546515,,
Klebsiella_variicola_YH43-STPN74,TRUE, , , ,GCF_001548315,,
Klebsiella_grimontii_JKo3-STON20,TRUE, , , ,GCF_001548355,,
Klebsiella_variicola_GPKP-STPN43,TRUE, , , ,GCF_001549975,,
Klebsiella_pneumoniae_LPKP-ST29,FALSE, , , ,GCF_001549995,,
Klebsiella_pneumoniae-subsp-pneumoniae_KP48-ST307,FALSE, , , ,GCF_001566595,,
Klebsiella_pneumoniae_U41-ST14,FALSE, , , ,GCF_001574505,,
Klebsiella_pneumoniae-subsp-pneumoniae_NBRC14940(T)-STPN34,FALSE, , , ,GCF_001590945,,
Klebsiella_oxytoca_ICU1-2b-ST145,FALSE, , , ,GCF_001594375,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_ATCC700603-ST489,FALSE, , , ,GCF_001596075,,
Klebsiella_pneumoniae_KPOII-4-ST15,FALSE, , , ,GCF_001596905,,
Klebsiella_pneumoniae_KPOII-2-ST15,FALSE, , , ,GCF_001596915,,
Klebsiella_pneumoniae_KPOII-1-ST15,FALSE, , , ,GCF_001596935,,
Klebsiella_pneumoniae_KPOII-7-ST15,FALSE, , , ,GCF_001596985,,
Klebsiella_pneumoniae_KPOII-10-ST15,FALSE, , , ,GCF_001596995,,
Klebsiella_pneumoniae_KP-33P-ST15,FALSE, , , ,GCF_001597015,,
Klebsiella_pneumoniae_KP-45D-ST163,FALSE, , , ,GCF_001597035,,
Klebsiella_pneumoniae_KP-86L-ST437,FALSE, , , ,GCF_001597065,,
Klebsiella_pneumoniae_KP-33F-ST307,FALSE, , , ,GCF_001597075,,
Klebsiella_pneumoniae_KPOII-6-ST15,FALSE, , , ,GCF_001597115,,
Klebsiella_pneumoniae_KPOII-8-ST15,FALSE, , , ,GCF_001597145,,
Klebsiella_pneumoniae_KPOII-9-ST15,FALSE, , , ,GCF_001597165,,
Klebsiella_pneumoniae_KPEII-1-ST15,FALSE, , , ,GCF_001597175,,
Klebsiella_pneumoniae_KPEII-2-ST15,FALSE, , , ,GCF_001597195,,
Klebsiella_pneumoniae_KPEII-3-ST15,FALSE, , , ,GCF_001597225,,
Klebsiella_pneumoniae_KP-10-ST15,FALSE, , , ,GCF_001597245,,
Raoultella_ornithinolytica_NBRC105727,FALSE, , , ,GCF_001598295,,
Klebsiella_oxytoca_NBRC105695(T)-STON5,FALSE, , , ,GCF_001598695,,
Klebsiella_pneumoniae-subsp-ozaenae_NBRC105683-ST91,FALSE, , , ,GCF_001598715,,
Klebsiella_pneumoniae-subsp-pneumoniae_TGH8-ST383,FALSE, , , ,GCF_001611055,,
Klebsiella_pneumoniae-subsp-pneumoniae_TGH10-ST383,FALSE, , , ,GCF_001611095,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_KP-Z4175-STPN62,TRUE, , , ,GCF_001611185,,
Klebsiella_pneumoniae_TR191-ST11,FALSE, , , ,GCF_001613565,,
Klebsiella_pneumoniae_TRqt-41-ST11,FALSE, , , ,GCF_001613575,,
Klebsiella_pneumoniae_TRqt-37-ST11,FALSE, , , ,GCF_001613585,,
Klebsiella_pneumoniae_TR198-ST11,FALSE, , , ,GCF_001613595,,
Klebsiella_pneumoniae_TRqt-49-ST11,FALSE, , , ,GCF_001613645,,
Klebsiella_pneumoniae_TR200-ST11,FALSE, , , ,GCF_001613655,,
Klebsiella_pneumoniae_TR262-ST11,FALSE, , , ,GCF_001613665,,
Klebsiella_pneumoniae_TR187-ST11,FALSE, , , ,GCF_001613715,,
Klebsiella_variicola_D5A-ST355,TRUE, , , ,GCF_001620885,,
Klebsiella_pneumoniae_SCLZ15-011-ST29,FALSE, , , ,GCF_001630805,,
Klebsiella_grimontii_M5al-ST104,FALSE, , , ,GCF_001633115,,
Klebsiella_pneumoniae_EA.Carb-ST15,FALSE, , , ,GCF_001640185,,
Klebsiella_pneumoniae_SKGH01-ST147,FALSE, , , ,GCF_001644765,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPC45-ST11,FALSE, , , ,GCF_001645745,,
Klebsiella_pneumoniae_W14-ST1536,FALSE, , , ,GCF_001646625,,
Klebsiella_pneumoniae_101436-ST48,FALSE, , , ,GCF_001647455,,
Klebsiella_pneumoniae_105371-ST44,FALSE, , , ,GCF_001647465,,
Klebsiella_pneumoniae_101731-ST11,FALSE, , , ,GCF_001647475,,
Klebsiella_pneumoniae_AATZP-ST147,FALSE, , , ,GCF_001648215,,
Klebsiella_aerogenes_Ea77,FALSE, , , ,GCF_001649605,,
Klebsiella_pneumoniae_INSali390,FALSE, , , ,GCF_001653695,,
Klebsiella_pneumoniae_AS,FALSE, , , ,GCF_001661895,,
Klebsiella_aerogenes_D3,FALSE, , , ,GCF_001662695,,
Klebsiella_aerogenes_D2,FALSE, , , ,GCF_001662705,,
Klebsiella_aerogenes_E9,FALSE, , , ,GCF_001662715,,
Klebsiella_aerogenes_C10,FALSE, , , ,GCF_001662765,,
Klebsiella_pneumoniae_BR,FALSE, , , ,GCF_001663195,,
Klebsiella_pneumoniae_KPNIH39,FALSE, , , ,GCF_001663295,,
Raoultella_planticola_INSali127,FALSE, , , ,GCF_001663315,,
Raoultella_planticola_INSali133,FALSE, , , ,GCF_001663325,,
Klebsiella_pneumoniae_Kpn223,FALSE, , , ,GCF_001663435,,
Klebsiella_pneumoniae_Kpn555,FALSE, , , ,GCF_001663455,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_MB373,TRUE, , , ,GCF_001663535,,
Klebsiella_pneumoniae_KPNIH38,FALSE, , , ,GCF_001665995,,
Klebsiella_pneumoniae_KPNIH40,FALSE, , , ,GCF_001666005,,
Klebsiella_pneumoniae_KPNIH35,FALSE, , , ,GCF_001666015,,
Klebsiella_pneumoniae_KPNIH37,FALSE, , , ,GCF_001667545,,
Klebsiella_variicola_NL58,TRUE, , , ,GCF_001674935,,
